Region,State,District,Location,Plant name ,Owner,Sector,Status,Unit,Capacity (MW),Commissioning year,Boiler,Coal Source,Import country,Port,Type plant,Coal Type,Latitude,Longitude,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Northern,Uttar Pradesh,Ambedkar Nagar,Fatahpur Knhaura,Tanda power station,National Thermal Power Corporation (NTPC),Central,Operating,4,110.0,1998.0,Sub-Critical,"Chatti-Bariyatu Captive Coal Block, Kerandari Captive Coal Block (North Karnpura Coal Fields)",India,none,Non-Coastal,Domestic,26.589193,82.600438,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Northern,Uttar Pradesh,Ambedkar Nagar,Fatahpur Knhaura,Tanda power station,National Thermal Power Corporation (NTPC),Central,Construction,5,660.0,2018.0,Super-Critical,"Chatti-Bariyatu Captive Coal Block, Kerandari Captive Coal Block (North Karnpura Coal Fields)",India,none,Non-Coastal,Domestic,26.589193,82.600438,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Northern,Uttar Pradesh,Ambedkar Nagar,Fatahpur Knhaura,Tanda power station,National Thermal Power Corporation (NTPC),Central,Construction,6,660.0,2018.0,Super-Critical,"Chatti-Bariyatu Captive Coal Block, Kerandari Captive Coal Block (North Karnpura Coal Fields)",India,none,Non-Coastal,Domestic,26.589193,82.600438,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Northern,Uttar Pradesh,Balrampur,Chawai Bujurg,Utraula Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,1,45.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Blended,27.348368,82.3166,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Balrampur,Chawai Bujurg,Utraula Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,2,45.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Blended,27.348368,82.3166,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Bulandshahr,Khurja,Khurja power station,THDC India Limited (THDCIL),Central/State,Pre-Permit Development ,1,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,28.252222,77.851781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Bulandshahr,Khurja,Khurja power station,THDC India Limited (THDCIL),Central/State,Pre-Permit Development ,2,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,28.252222,77.851781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Etah,Malawan,Jawaharpur Thermal Project,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Pre-Permit Development ,1,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Domestic,27.557438,78.653801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Etah,Malawan,Jawaharpur Thermal Project,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Pre-Permit Development ,2,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Domestic,27.557438,78.653801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Fatehpur,Amauli,Amauli Fatehpur power station,Uttar Pradesh Power Corporation Limited (UPPCL); Neyveli Lignite Corporation (NLC),Central/State,Shelved,1,660.0,0.0,Super-Critical,other,India,none,,other,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Fatehpur,Amauli,Amauli Fatehpur power station,Uttar Pradesh Power Corporation Limited (UPPCL); Neyveli Lignite Corporation (NLC),Central/State,Shelved,2,660.0,0.0,Super-Critical,other,India,none,,other,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Fatehpur,Amauli,Amauli Fatehpur power station,Uttar Pradesh Power Corporation Limited (UPPCL); Neyveli Lignite Corporation (NLC),Central/State,Shelved,3,660.0,0.0,Super-Critical,other,India,none,,other,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant IGCC Demo Plant,National Thermal Power Corporation (NTPC),Central,Pre-Permit Development ,7,100.0,0.0,Integrated Gasification Combined Cycle (IGCC),Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant Stage I,National Thermal Power Corporation (NTPC),Central,Operating,1,210.0,1991.0,Sub-Critical,Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant Stage I,National Thermal Power Corporation (NTPC),Central,Operating,2,210.0,1992.0,Sub-Critical,Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant Stage I,National Thermal Power Corporation (NTPC),Central,Operating,3,210.0,1993.0,Sub-Critical,Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant Stage I,National Thermal Power Corporation (NTPC),Central,Operating,4,210.0,1994.0,Sub-Critical,Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant Stage II,National Thermal Power Corporation (NTPC),Central,Operating,5,490.0,2010.0,Sub-Critical,Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0
Northern,Uttar Pradesh,Gautam Budh Nagar,Uncha Amirpur,National Capital Dadri Thermal Power Plant Stage II,National Thermal Power Corporation (NTPC),Central,Operating,6,490.0,2010.0,Sub-Critical,Piparwar Mines (Jharkhand),India,none,Non-Coastal,Domestic,28.602951,77.608163,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0
Northern,Uttar Pradesh,Gonda,Kundarki,Kundarki Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,1,45.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.679928,78.784498,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Gonda,Kundarki,Kundarki Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,2,45.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.679928,78.784498,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Jhansi,Parichha,Parichha power station Stage I,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Renovating,1,110.0,2016.0,Sub-Critical,other,India,none,Non-Coastal,other,25.5135714,78.7579179,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Northern,Uttar Pradesh,Jhansi,Parichha,Parichha power station Stage I,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Renovating,2,110.0,2016.0,Sub-Critical,other,India,none,Non-Coastal,other,25.5135714,78.7579179,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Northern,Uttar Pradesh,Jhansi,Parichha,Parichha power station Stage II,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Renovating,3,210.0,2016.0,Sub-Critical,other,India,none,Non-Coastal,other,25.5135714,78.7579179,0.0,0.0,0.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Jhansi,Parichha,Parichha power station Stage II,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,4,210.0,2007.0,Sub-Critical,other,India,none,Non-Coastal,other,25.5135714,78.7579179,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Jhansi,Parichha,Parichha power station Stage III,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,5,250.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,other,25.5135714,78.7579179,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Northern,Uttar Pradesh,Jhansi,Parichha,Parichha power station Stage III,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,6,250.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,other,25.5135714,78.7579179,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Northern,Uttar Pradesh,Kanpur,Bihaur,Bilhaur Super Thermal Power Plant,National Thermal Power Corporation (NTPC),Central,Pre-Permit Development ,1,660.0,0.0,Super-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,26.763391,80.05806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur,Bihaur,Bilhaur Super Thermal Power Plant,National Thermal Power Corporation (NTPC),Central,Pre-Permit Development ,2,660.0,0.0,Super-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,26.763391,80.05806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur,Ghatampur,Ghatampur Thermal power station,Neyveli Lignite Corporation (NLC); Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),Central/State,Pre-Permit Development ,1,660.0,0.0,Super-Critical,Pachwara South coal block (Jharkhand),India,Paradip (import),Non-Coastal,Blended,26.170025,80.169886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur,Ghatampur,Ghatampur Thermal power station,Neyveli Lignite Corporation (NLC); Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),Central/State,Pre-Permit Development ,2,660.0,0.0,Super-Critical,Pachwara South coal block (Jharkhand),India,Paradip (import),Non-Coastal,Blended,26.170025,80.169886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur,Ghatampur,Ghatampur Thermal power station,Neyveli Lignite Corporation (NLC); Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),Central/State,Pre-Permit Development ,3,660.0,0.0,Super-Critical,Pachwara South coal block (Jharkhand),India,Paradip (import),Non-Coastal,Blended,26.170025,80.169886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur,Panki,Panki Thermal Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,1,105.0,1977.0,Sub-Critical,Bharat Coking Coal Limited; Eastern Coalfields Limited,India,none,Non-Coastal,Domestic,26.476064,80.24192,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
Northern,Uttar Pradesh,Kanpur,Panki,Panki Thermal Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,2,105.0,1977.0,Sub-Critical,Bharat Coking Coal Limited; Eastern Coalfields Limited,India,none,Non-Coastal,Domestic,26.476064,80.24192,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
Northern,Uttar Pradesh,Kanpur,Panki,Panki Thermal Power Station,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Pre-Permit Development ,3,660.0,0.0,Super-Critical,Bharat Coking Coal Limited; Eastern Coalfields Limited,India,none,Non-Coastal,Domestic,26.476064,80.24192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur Dehat,Sihari,"Anpara Thermal power station, E",Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Permitted,10,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Imported,26.192778,79.940278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur Dehat,Sihari,"Anpara Thermal power station, E",Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Permitted,11,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Imported,26.192778,79.940278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur Dehat,Kachhagoan,Bhognipur power station,Himavat Power (Lanco Group),Private,Permitted,1,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Imported,26.194167,79.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Kanpur Dehat,Kachhagoan,Bhognipur power station,Himavat Power (Lanco Group),Private,Permitted,2,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Imported,26.194167,79.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Lakhimpur Kheri,Srinagar,Khambarkhera Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,1,45.0,2011.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.018466,80.829712,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Lakhimpur Kheri,Srinagar,Khambarkhera Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,2,45.0,2011.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.018466,80.829712,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Lalitpur,Burogaon,Lalitpur power project,Bajaj Hindusthan Limited (BHL),Private,Construction,1,660.0,2015.0,Super-Critical,other,India,none,Non-Coastal,Domestic,24.796233,78.646493,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Northern,Uttar Pradesh,Lalitpur,Burogaon,Lalitpur power project,Bajaj Hindusthan Limited (BHL),Private,Construction,2,660.0,2016.0,Super-Critical,other,India,none,Non-Coastal,Domestic,24.796233,78.646493,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Northern,Uttar Pradesh,Lalitpur,Burogaon,Lalitpur power project,Bajaj Hindusthan Limited (BHL),Private,Construction,3,660.0,2016.0,Super-Critical,other,India,none,Non-Coastal,Domestic,24.796233,78.646493,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Northern,Uttar Pradesh,Mirzapur,Dadari Khurd,Welspun Energy Mirzapur power station,Welspun Energy,Private,Permitted,1,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,24.982358,82.678633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Mirzapur,Dadari Khurd,Welspun Energy Mirzapur power station,Welspun Energy,Private,Permitted,2,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,24.982358,82.678633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Pilibhit,Gazipur Kunda,Barkhera Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,1,45.0,2011.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.474784,79.804071,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Pilibhit,Gazipur Kunda,Barkhera Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,2,45.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.474784,79.804071,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Raebareli ,Unchahar,Feroze Gandhi Unchahar Power Station Stage I,National Thermal Power Corporation (NTPC),Central,Operating,1,210.0,1988.0,Sub-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,25.915292,81.328798,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Raebareli ,Unchahar,Feroze Gandhi Unchahar Power Station Stage I,National Thermal Power Corporation (NTPC),Central,Operating,2,210.0,1989.0,Sub-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,25.914877,81.32807,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Raebareli ,Unchahar,Feroze Gandhi Unchahar Power Station Stage II,National Thermal Power Corporation (NTPC),Central,Operating,3,210.0,1999.0,Sub-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,25.914407,81.327248,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Raebareli ,Unchahar,Feroze Gandhi Unchahar Power Station Stage II,National Thermal Power Corporation (NTPC),Central,Operating,4,210.0,1999.0,Sub-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,25.914111,81.326573,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Raebareli ,Unchahar,Feroze Gandhi Unchahar Power Station Stage III,National Thermal Power Corporation (NTPC),Central,Operating,5,210.0,2006.0,Sub-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,25.913708,81.325638,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Northern,Uttar Pradesh,Raebareli ,Unchahar,Feroze Gandhi Unchahar Power Station Stage IV,National Thermal Power Corporation (NTPC),Central,Construction,6,500.0,2017.0,Sub-Critical,North Karanpura Coal Fields (Central Coal Fields Limited (CCL)),India,none,Non-Coastal,Domestic,25.912866,81.329689,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Northern,Uttar Pradesh,Shahjahanpur,Maksoodpur,Maqsoodpur Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,1,45.0,2011.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.245983,79.99767,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Shahjahanpur,Maksoodpur,Maqsoodpur Bajaj Energy Captive power station,Bajaj Hindusthan Limited (BHL),Private,Operating,2,45.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Blended,28.245983,79.99767,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Northern,Uttar Pradesh,Shahjahanpur,Dilawerpur Bhatkar,Rosa Thermal Power Plant Phase I,Reliance Power,Private,Operating,1,300.0,2009.0,Sub-Critical,Ashoka Coal mines (Central Coalfields Limited),India,none,Non-Coastal,Domestic,27.8194455,79.9371618,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Northern,Uttar Pradesh,Shahjahanpur,Dilawerpur Bhatkar,Rosa Thermal Power Plant Phase I,Reliance Power,Private,Operating,2,300.0,2010.0,Sub-Critical,Ashoka Coal mines (Central Coalfields Limited),India,none,Non-Coastal,Domestic,27.8194455,79.9371618,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Northern,Uttar Pradesh,Shahjahanpur,Dilawerpur Bhatkar,Rosa Thermal Power Plant Phase II,Reliance Power,Private,Operating,3,300.0,2011.0,Sub-Critical,Ashoka Coal mines (Central Coalfields Limited),India,none,Non-Coastal,Domestic,27.8194455,79.9371618,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Northern,Uttar Pradesh,Shahjahanpur,Dilawerpur Bhatkar,Rosa Thermal Power Plant Phase II,Reliance Power,Private,Operating,4,300.0,2012.0,Sub-Critical,Ashoka Coal mines (Central Coalfields Limited),India,none,Non-Coastal,Domestic,27.8194455,79.9371618,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Northern,Uttar Pradesh,Shahjahanpur,Dilawerpur Bhatkar,Rosa Thermal Power Plant Phase II,Reliance Power,Private,Announced,5,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,27.8194455,79.9371618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Shahjahanpur,Dilawerpur Bhatkar,Rosa Thermal Power Plant Phase II,Reliance Power,Private,Announced,6,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,27.8194455,79.9371618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Sonbhadra,Churk,Churk captive power station,Jaiprakash Associates (Jaypee Group),Private,Construction,1,60.0,0.0,Sub-Critical,other,India,none,Non-Coastal,Imported,24.639778,83.102278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Sonbhadra,Churk,Churk captive power station,Jaiprakash Associates (Jaypee Group),Private,Construction,2,60.0,0.0,Sub-Critical,other,India,none,Non-Coastal,Imported,24.639778,83.102278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Sonbhadra,Churk,Churk captive power station,Jaiprakash Associates (Jaypee Group),Private,Construction,3,60.0,0.0,Sub-Critical,other,India,none,Non-Coastal,Imported,24.639778,83.102278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Sonbhadra,Churk,Churk captive power station,Jaiprakash Associates (Jaypee Group),Private,Construction,4,60.0,0.0,Sub-Critical,other,India,none,Non-Coastal,Imported,24.639778,83.102278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,Uttar Pradesh,Sonbhadra,Renukoot,Kanoria Captive Power Plant,Kanoria Chemicals & Industries Limited,Private,Operating,1,50.0,2005.0,Sub-Critical,other,India,none,Non-Coastal,other,24.203819,83.056088,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage I,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,1,50.0,1967.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage I,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,2,50.0,1968.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage II,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,3,100.0,1974.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage II,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,4,100.0,1976.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage III,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,5,200.0,1978.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage III,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,6,200.0,1979.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Northern,Uttar Pradesh,Sonbhadra,Obra,Obra Thermal Power Station Stage III,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),State,Operating,7,200.0,1980.0,Sub-Critical,Jharia Coal fields,India,none,Non-Coastal,Domestic,24.445478,82.980707,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
